Data File Name,2100 expert_Eukaryote Total RNA Pico_DE13805791_2015-08-26_14-49-17.xad
24,28.53757
24.05,30.1435
24.1,31.74106
24.15,33.38169
24.2,35.20688
24.25,37.22683
24.3,39.51255
24.35,42.12002
24.4,44.96077
24.45,47.88227
24.5,50.7304
24.55,53.27428
24.6,55.44978
24.65,57.27585
24.7,58.61916
24.75,59.50169
24.8,59.98051
24.85,60.20614
24.9,60.29764
24.95,60.26589
25,60.06564
25.05,59.57001
25.1,58.87477
25.15,58.11431
25.2,57.61092
25.25,57.46674
25.3,57.85328
25.35,58.78458
25.4,60.12947
25.45,62.03034
25.5,64.19856
25.55,66.38383
25.6,68.22274
25.65,69.90879
25.7,72.15008
25.75,76.19529
25.8,82.87635
25.85,91.35834
25.9,99.51174
25.95,104.7518
26,105.4502
26.05,101.6556
26.1,95.17239
26.15,88.28198
26.2,82.43263
26.25,78.15733
26.3,74.86168
26.35,71.57487
26.4,67.8699
26.45,63.90726
26.5,60.18905
26.55,57.10918
26.6,54.83428
26.65,53.08892
26.7,51.47039
26.75,49.88193
26.8,48.43857
26.85,47.13452
26.9,45.97181
26.95,44.89715
27,43.82357
27.05,42.88047
27.1,42.17376
27.15,41.77547
27.2,42.10177
27.25,42.94014
27.3,43.8569
27.35,44.15987
27.4,43.43962
27.45,41.64243
27.5,39.20761
27.55,36.70799
27.6,34.54155
27.65,32.51007
27.7,30.61749
27.75,28.98841
27.8,28.11277
27.85,28.08363
27.9,28.66368
27.95,29.1774
28,29.1109
28.05,28.26649
28.1,26.92523
28.15,25.68631
28.2,24.89734
28.25,24.40182
28.3,23.96871
28.35,23.3545
28.4,22.40698
28.45,21.29929
28.5,20.33521
28.55,19.73408
28.6,19.47521
28.65,19.33686
28.7,19.15603
28.75,18.75787
28.8,18.14538
28.85,17.4129
28.9,16.58471
28.95,15.78972
29,14.95021
29.05,14.15295
29.1,13.44299
29.15,12.91545
29.2,12.55098
29.25,12.3527
29.3,12.16911
29.35,12.07862
29.4,11.81022
29.45,11.46425
29.5,10.94482
29.55,10.3958
29.6,9.849012
29.65,9.419589
29.7,9.112307
29.75,8.952758
29.8,8.783618
29.85,8.650611
29.9,8.544349
29.95,8.490162
30,8.421762
30.05,8.371014
30.1,8.305174
30.15,8.155195
30.2,7.898332
30.25,7.57641
30.3,7.27742
30.35,7.043576
30.4,6.944709
30.45,6.993469
30.5,7.148593
30.55,7.323298
30.6,7.409741
30.65,7.386334
30.7,7.248412
30.75,6.9717
30.8,6.584891
30.85,6.140081
30.9,5.740786
30.95,5.387617
31,5.097264
31.05,4.915794
31.1,4.797719
31.15,4.682815
31.2,4.582387
31.25,4.471323
31.3,4.420676
31.35,4.412698
31.4,4.463878
31.45,4.561532
31.5,4.679694
31.55,4.693272
31.6,4.599598
31.65,4.413944
31.7,4.162944
31.75,3.91387
31.8,3.685953
31.85,3.484497
31.9,3.33673
31.95,3.216168
32,3.139875
32.05,3.090071
32.1,3.049781
32.15,3.02626
32.2,2.993753
32.25,2.970864
32.3,2.982809
32.35,2.968278
32.4,2.950375
32.45,2.911388
32.5,2.851563
32.55,2.814316
32.6,2.781159
32.65,2.744628
32.7,2.714243
32.75,2.646591
32.8,2.594181
32.85,2.496826
32.9,2.407835
32.95,2.345961
33,2.24025
33.05,2.139538
33.1,2.06381
33.15,1.97408
33.2,1.920214
33.25,1.900419
33.3,1.937912
33.35,2.01825
33.4,2.094633
33.45,2.167119
33.5,2.193448
33.55,2.176821
33.6,2.145491
33.65,2.078377
33.7,2.011519
33.75,1.969613
33.8,1.926989
33.85,1.871243
33.9,1.78487
33.95,1.687233
34,1.592283
34.05,1.541445
34.1,1.548047
34.15,1.583811
34.2,1.631238
34.25,1.672507
34.3,1.67877
34.35,1.649364
34.4,1.623437
34.45,1.590722
34.5,1.547351
34.55,1.521985
34.6,1.501547
34.65,1.467874
34.7,1.422355
34.75,1.386117
34.8,1.363685
34.85,1.326956
34.9,1.288784
34.95,1.283696
35,1.282451
35.05,1.273111
35.1,1.264147
35.15,1.301759
35.2,1.345626
35.25,1.393248
35.3,1.462616
35.35,1.502185
35.4,1.470389
35.45,1.404214
35.5,1.330321
35.55,1.255595
35.6,1.196128
35.65,1.181595
35.7,1.181917
35.75,1.167476
35.8,1.140512
35.85,1.107755
35.9,1.080142
35.95,1.061238
36,1.061092
36.05,1.064112
36.1,1.051735
36.15,1.019981
36.2,1.000538
36.25,0.9791964
36.3,0.9823539
36.35,0.9639626
36.4,0.9501856
36.45,0.9386604
36.5,0.9489599
36.55,0.9570375
36.6,0.9376521
36.65,0.9214219
36.7,0.8700796
36.75,0.8183214
36.8,0.8040648
36.85,0.8152117
36.9,0.8570592
36.95,0.8983988
37,0.9029692
37.05,0.8698185
37.1,0.7921955
37.15,0.7350562
37.2,0.7010831
37.25,0.6889999
37.3,0.7029961
37.35,0.7041886
37.4,0.6970612
37.45,0.6879646
37.5,0.676294
37.55,0.6859089
37.6,0.6995093
37.65,0.7244027
37.7,0.7573026
37.75,0.7722418
37.8,0.7625458
37.85,0.7392157
37.9,0.7112437
37.95,0.6694397
38,0.6249509
38.05,0.5908495
38.1,0.5626598
38.15,0.5488653
38.2,0.5375445
38.25,0.5354772
38.3,0.4912277
38.35,0.4581835
38.4,0.4179903
38.45,0.3905959
38.5,0.3953247
38.55,0.4026054
38.6,0.4101352
38.65,0.4140982
38.7,0.3867735
38.75,0.3547674
38.8,0.3071471
38.85,0.2896821
38.9,0.3017642
38.95,0.3315273
39,0.3476782
39.05,0.3387505
39.1,0.3023726
39.15,0.2866974
39.2,0.3040747
39.25,0.3549774
39.3,0.396014
39.35,0.4111429
39.4,0.3872379
39.45,0.3410752
39.5,0.3096375
39.55,0.2849014
39.6,0.2569623
39.65,0.2367372
39.7,0.2435802
39.75,0.2540901
39.8,0.2576293
39.85,0.2615244
39.9,0.2539532
39.95,0.2365388
40,0.2149505
40.05,0.2034844
40.1,0.2100225
40.15,0.2344446
40.2,0.2558517
40.25,0.266464
40.3,0.2569972
40.35,0.2641149
40.4,0.2628241
40.45,0.2489673
40.5,0.2455701
40.55,0.2532868
40.6,0.2459119
40.65,0.2428148
40.7,0.2736099
40.75,0.3259514
40.8,0.3517354
40.85,0.3720189
40.9,0.4062751
40.95,0.4586896
41,0.5186862
41.05,0.6003625
41.1,0.6738844
41.15,0.7134442
41.2,0.7471511
41.25,0.7608066
41.3,0.7672675
41.35,0.7660747
41.4,0.7675669
41.45,0.7668157
41.5,0.762144
41.55,0.773267
41.6,0.7530038
41.65,0.7190575
41.7,0.6737666
41.75,0.6287818
41.8,0.5613521
41.85,0.4756756
41.9,0.4026358
41.95,0.3499398
42,0.3160829
42.05,0.3099775
42.1,0.3083971
42.15,0.3036699
42.2,0.2707558
42.25,0.2445681
42.3,0.2302837
42.35,0.2208993
42.4,0.2219673
42.45,0.2385916
42.5,0.2506482
42.55,0.2371637
42.6,0.2152884
42.65,0.1909814
42.7,0.1645258
42.75,0.1639786
42.8,0.1931378
42.85,0.2357816
42.9,0.2547058
42.95,0.2717706
43,0.277595
43.05,0.2554532
43.1,0.2378098
43.15,0.246126
43.2,0.2632829
43.25,0.2557504
43.3,0.2569675
43.35,0.2730816
43.4,0.2628404
43.45,0.2332302
43.5,0.2125785
43.55,0.2176642
43.6,0.2368526
43.65,0.2534474
43.7,0.2688269
43.75,0.2658293
43.8,0.2436822
43.85,0.2182859
43.9,0.2288603
43.95,0.2386304
44,0.2510748
44.05,0.2615553
44.1,0.2709099
44.15,0.3005036
44.2,0.333114
44.25,0.3631106
44.3,0.3708573
44.35,0.3786246
44.4,0.3902959
44.45,0.351598
44.5,0.3087013
44.55,0.2909389
44.6,0.2961658
44.65,0.3141314
44.7,0.3499656
44.75,0.4008752
44.8,0.431863
44.85,0.4356344
44.9,0.4141507
44.95,0.3829879
45,0.3508186
45.05,0.3114093
45.1,0.2895943
45.15,0.2889868
45.2,0.2987882
45.25,0.3095106
45.3,0.3196909
45.35,0.3231533
45.4,0.3039468
45.45,0.2918125
45.5,0.3024449
45.55,0.3250784
45.6,0.364585
45.65,0.4012777
45.7,0.3869177
45.75,0.3612389
45.8,0.3448459
45.85,0.3424524
45.9,0.3609002
45.95,0.3675293
46,0.3767957
46.05,0.3508717
46.1,0.3311518
46.15,0.3553532
46.2,0.3667154
46.25,0.3979317
46.3,0.4605528
46.35,0.5051283
46.4,0.5149413
46.45,0.5120056
46.5,0.4869167
46.55,0.4241596
46.6,0.3696125
46.65,0.3666501
46.7,0.3824012
46.75,0.3959672
46.8,0.4124647
46.85,0.4219259
46.9,0.4191614
46.95,0.4012425
47,0.3878061
47.05,0.3986161
47.1,0.4234694
47.15,0.4355212
47.2,0.4767377
47.25,0.5367547
47.3,0.5419289
47.35,0.4863512
47.4,0.4458967
47.45,0.3771253
47.5,0.3334846
47.55,0.3261213
47.6,0.362332
47.65,0.3649786
47.7,0.3652558
47.75,0.3593094
47.8,0.3543409
47.85,0.3786633
47.9,0.4310857
47.95,0.4501475
48,0.4924707
48.05,0.5488967
48.1,0.5762511
48.15,0.5932324
48.2,0.6265616
48.25,0.6501295
48.3,0.6445688
48.35,0.6703928
48.4,0.7279457
48.45,0.7903339
48.5,0.8450282
48.55,0.8861902
48.6,0.8860464
48.65,0.8694517
48.7,0.8740646
48.75,0.8724698
48.8,0.8661036
48.85,0.8512753
48.9,0.8094074
48.95,0.7445977
49,0.6912068
49.05,0.6886189
49.1,0.662281
49.15,0.6272591
49.2,0.6408998
49.25,0.6589655
49.3,0.6525869
49.35,0.6230344
49.4,0.592861
49.45,0.5383824
49.5,0.4395256
49.55,0.3580606
49.6,0.3332451
49.65,0.313605
49.7,0.3171863
49.75,0.349515
49.8,0.3568695
49.85,0.3433268
49.9,0.3421455
49.95,0.3466165
50,0.3503909
50.05,0.3447916
50.1,0.3508878
50.15,0.3479967
50.2,0.3222171
50.25,0.3040504
50.3,0.2783561
50.35,0.240577
50.4,0.2262874
50.45,0.2531877
50.5,0.2837296
50.55,0.2808059
50.6,0.2540794
50.65,0.2357209
50.7,0.2443349
50.75,0.2662318
50.8,0.3085724
50.85,0.3232412
50.9,0.2921679
50.95,0.2441831
51,0.1961947
51.05,0.1752827
51.1,0.186909
51.15,0.1970783
51.2,0.2487564
51.25,0.2621073
51.3,0.2578841
51.35,0.2532561
51.4,0.221344
51.45,0.2179822
51.5,0.218901
51.55,0.2194136
51.6,0.2374624
51.65,0.2380503
51.7,0.2424193
51.75,0.267647
51.8,0.2796343
51.85,0.2726567
51.9,0.2603412
51.95,0.2522127
52,0.2462176
52.05,0.2408112
52.1,0.2308543
52.15,0.2341081
52.2,0.2304808
52.25,0.2160418
52.3,0.2017369
52.35,0.1926289
52.4,0.163126
52.45,0.1953025
52.5,0.2803745
52.55,0.3386119
52.6,0.3389454
52.65,0.3126754
52.7,0.2665297
52.75,0.2141956
52.8,0.1820623
52.85,0.2175311
52.9,0.2233891
52.95,0.2599984
53,0.281828
53.05,0.2576824
53.1,0.2283655
53.15,0.2005856
53.2,0.1889019
53.25,0.2114721
53.3,0.2429511
53.35,0.2515344
53.4,0.2197346
53.45,0.1760531
53.5,0.1745613
53.55,0.1579361
53.6,0.1726078
53.65,0.1994003
53.7,0.2007748
53.75,0.1995699
53.8,0.1805561
53.85,0.1676674
53.9,0.160391
53.95,0.138773
54,0.1332698
54.05,0.1322784
54.1,0.1386131
54.15,0.1544212
54.2,0.1673476
54.25,0.1806971
54.3,0.1625195
54.35,0.1269188
54.4,9.248856E-02
54.45,6.054261E-02
54.5,4.999998E-02
54.55,5.265455E-02
54.6,6.361395E-02
54.65,6.725226E-02
54.7,6.840347E-02
54.75,7.740686E-02
54.8,8.804335E-02
54.85,9.496591E-02
54.9,9.797043E-02
54.95,6.390923E-02
55,4.732636E-02
55.05,4.757991E-02
55.1,4.157156E-02
55.15,5.066251E-02
55.2,6.715833E-02
55.25,5.618872E-02
55.3,4.317332E-02
55.35,2.823418E-02
55.4,0.0117485
55.45,-5.62165E-03
55.5,-1.869721E-02
55.55,-3.133553E-02
55.6,-4.712864E-02
55.65,-6.653474E-02
55.7,-8.582824E-02
55.75,-0.1022305
55.8,-0.1004309
55.85,-9.971251E-02
55.9,-9.554654E-02
55.95,-8.068638E-02
56,-6.288444E-02
56.05,-4.804071E-02
56.1,-3.501853E-02
56.15,-2.861624E-02
56.2,-5.161034E-02
56.25,-7.433403E-02
56.3,-9.107137E-02
56.35,-0.0898072
56.4,-7.210592E-02
56.45,-5.619041E-02
56.5,-4.639551E-02
56.55,-6.150286E-02
56.6,-9.627483E-02
56.65,-9.328773E-02
56.7,-8.205622E-02
56.75,-2.739117E-02
56.8,2.69628E-03
56.85,4.390205E-02
56.9,5.968605E-02
56.95,2.919714E-02
57,1.802564E-02
57.05,2.330221E-02
57.1,1.146133E-02
57.15,9.206945E-03
57.2,8.451515E-03
57.25,-1.616227E-03
57.3,-2.148161E-02
57.35,-3.721954E-02
57.4,-0.0535374
57.45,-8.261804E-02
57.5,-0.100099
57.55,-0.1024159
57.6,-9.651739E-02
57.65,-8.568595E-02
57.7,-7.074187E-02
57.75,-0.0621056
57.8,-5.183986E-02
57.85,-5.894415E-02
57.9,-7.568233E-02
57.95,-8.044545E-02
58,-7.586931E-02
58.05,-7.274848E-02
58.1,-6.863528E-02
58.15,-8.183628E-02
58.2,-0.1000144
58.25,-0.1103748
58.3,-0.1079472
58.35,-0.1038457
58.4,-9.380922E-02
58.45,-8.772823E-02
58.5,-8.725946E-02
58.55,-0.0973482
58.6,-9.426603E-02
58.65,-0.1125476
58.7,-0.1500127
58.75,-0.1616471
58.8,-0.1532981
58.85,-0.1253875
58.9,-0.1081947
58.95,-7.584541E-02
59,-6.340196E-02
59.05,-7.869859E-02
59.1,-8.329833E-02
59.15,-8.299103E-02
59.2,-9.409855E-02
59.25,-9.530725E-02
59.3,-8.510015E-02
59.35,-7.260121E-02
59.4,-5.210404E-02
59.45,-2.376729E-02
59.5,-5.372159E-03
59.55,1.190171E-03
59.6,-6.790161E-03
59.65,-1.838615E-02
59.7,-2.553734E-02
59.75,-2.844609E-02
59.8,-2.937204E-02
59.85,-0.0230233
59.9,-1.700655E-02
59.95,-3.639802E-02
60,-6.829593E-02
60.05,-7.158991E-02
60.1,-7.509567E-02
60.15,-7.657405E-02
60.2,-7.984642E-02
60.25,-7.716902E-02
60.3,-9.554578E-02
60.35,-0.0926119
60.4,-0.0706306
60.45,-5.885109E-02
60.5,-6.894221E-02
60.55,-7.899097E-02
60.6,-9.011596E-02
60.65,-8.358043E-02
60.7,-7.451981E-02
60.75,-6.259543E-02
60.8,-6.453632E-02
60.85,-6.677641E-02
60.9,-6.800787E-02
60.95,-6.875962E-02
61,-0.0516406
61.05,-3.904178E-02
61.1,-4.170761E-02
61.15,-4.459895E-02
61.2,-0.0500046
61.25,-6.041139E-02
61.3,-6.526542E-02
61.35,-6.075623E-02
61.4,-0.0579727
61.45,-6.041232E-02
61.5,-6.044321E-02
61.55,-4.901702E-02
61.6,-4.130704E-02
61.65,-3.937562E-02
61.7,-4.480577E-02
61.75,-6.036611E-02
61.8,-8.242914E-02
61.85,-0.1033372
61.9,-0.1117609
61.95,-9.986967E-02
62,-0.0955208
62.05,-7.539117E-02
62.1,-5.540069E-02
62.15,-0.0427617
62.2,-2.680465E-02
62.25,-2.285703E-02
62.3,-1.825258E-02
62.35,-2.162846E-02
62.4,-8.187173E-03
62.45,4.02165E-03
62.5,6.095763E-03
62.55,1.216132E-02
62.6,9.389028E-03
62.65,-0.0148838
62.7,-3.827274E-02
62.75,-4.187528E-02
62.8,-4.809231E-02
62.85,-4.142036E-02
62.9,-0.0311531
62.95,-2.447892E-02
63,-1.465651E-02
63.05,-1.635524E-02
63.1,-1.832199E-02
63.15,-0.0286908
63.2,-3.323811E-02
63.25,-0.0374065
63.3,-2.794084E-02
63.35,3.728785E-03
63.4,1.887156E-02
63.45,2.069566E-02
63.5,7.55304E-03
63.55,-1.043889E-02
63.6,-2.893754E-02
63.65,-4.477863E-02
63.7,-0.0467217
63.75,-4.484692E-02
63.8,-3.466455E-02
63.85,-0.0206196
63.9,-2.753922E-02
63.95,-2.423465E-02
64,-2.668933E-02
64.05,-4.889287E-02
64.1,-5.626867E-02
64.15,-4.635008E-02
64.2,-3.823804E-02
64.25,-4.194572E-02
64.3,-4.633366E-02
64.35,-5.280016E-02
64.4,-9.508722E-02
64.45,-0.1092113
64.5,-0.1099559
64.55,-9.520271E-02
64.6,-4.817431E-02
64.65,-9.811089E-03
64.7,1.569616E-02
64.75,-4.889749E-04
64.8,-0.0327482
64.85,-0.062814
64.9,-8.756866E-02
64.95,-8.301207E-02
65,-7.180926E-02
65.05,-0.0686022
65.1,-6.306754E-02
65.15,-6.485568E-02
65.2,-7.892679E-02
65.25,-0.0900477
65.3,-0.086732
65.35,-6.267286E-02
65.4,-0.0451441
65.45,-2.791114E-02
65.5,-1.142355E-02
65.55,-1.697793E-02
65.6,-3.382813E-02
65.65,-4.222336E-02
65.7,-5.780756E-02
65.75,-0.057675
65.8,-6.097419E-02
65.85,-5.198033E-02
65.9,-3.869689E-02
65.95,-3.392774E-02
66,-3.525925E-02
66.05,-5.034922E-02
66.1,-6.209564E-02
66.15,-4.811287E-02
66.2,-3.303175E-02
66.25,-1.731335E-02
66.3,-1.089422E-02
66.35,-1.108482E-02
66.4,3.04392E-03
66.45,2.608595E-02
66.5,5.028638E-02
66.55,6.422577E-02
66.6,6.692113E-02
66.65,4.967253E-02
66.7,2.547645E-02
66.75,5.576177E-03
66.8,-1.420087E-02
66.85,-4.289269E-02
66.9,-6.822565E-02
66.95,-8.848605E-02
67,-0.1050529
67.05,-0.1056282
67.1,-0.1079601
67.15,-0.1026034
67.2,-8.682315E-02
67.25,-7.631024E-02
67.3,-8.864157E-02
67.35,-0.1127522
67.4,-0.1262347
67.45,-0.1264072
67.5,-0.1328473
67.55,-0.1179118
67.6,-8.819671E-02
67.65,-6.160738E-02
67.7,-5.799302E-02
67.75,-0.0497288
67.8,-5.173257E-02
67.85,-5.342907E-02
67.9,-7.086188E-02
67.95,-8.423289E-02
68,-0.1034501
68.05,-0.1307096
68.1,-0.1519928
68.15,-0.1519928
68.2,-0.1519928
68.25,-0.1519928
68.3,-0.1519928
68.35,-0.1519928
68.4,-0.1519928
68.45,-0.1519928
68.5,-0.1519928
68.55,-0.1519928
68.6,-0.1519928
68.65,-0.1519928
68.7,-0.1519928
68.75,-0.1519928
68.8,-0.1519928
68.85,-0.1519928
68.9,-0.1519928
68.95,-0.1519928
69,-0.1519928
69.05,-0.1519928
69.1,-0.1519928
69.15,-0.1519928
69.2,-0.1519928
69.25,-0.1519928
69.3,-0.1519928
69.35,-0.1519928
69.4,-0.1519928
69.45,-0.1519928
69.5,-0.1519928
69.55,-0.1519928
69.6,-0.1519928
69.65,-0.1519928
69.7,-0.1519928
69.75,-0.1519928
69.8,-0.1519928
69.85,-0.1519928
69.9,-0.1519928
69.95,-0.1519928
 
Alignment,On
